site_name,site_id,latitude,longitude,entity_id,entity_name,sample_id,depth_sample,interp_age,d13C_measurement
Pindal cave,87,43.4,-4.53,180,Candela,83405,254.5,13138.125,-6.356
Pindal cave,87,43.4,-4.53,180,Candela,83406,255,13163.65,-7.887
Pindal cave,87,43.4,-4.53,180,Candela,83407,255.5,13189.175,-8.763
Pindal cave,87,43.4,-4.53,180,Candela,83408,256,13214.7,-8.102
Pindal cave,87,43.4,-4.53,180,Candela,83409,256.5,13240.225,-7.964
Pindal cave,87,43.4,-4.53,180,Candela,83410,257,13265.75,-8.39
Pindal cave,87,43.4,-4.53,180,Candela,83411,257.5,13291.275,-8.008
Pindal cave,87,43.4,-4.53,180,Candela,83412,258,13316.8,-8.464
Pindal cave,87,43.4,-4.53,180,Candela,83413,258.5,13342.325,-8.444
Pindal cave,87,43.4,-4.53,180,Candela,83414,259,13367.85,-8.506
Pindal cave,87,43.4,-4.53,180,Candela,83415,259.5,13393.375,-7.267
Pindal cave,87,43.4,-4.53,180,Candela,83416,260,13418.9,-7.407
Pindal cave,87,43.4,-4.53,180,Candela,83417,260.5,13444.425,-8.018
Pindal cave,87,43.4,-4.53,180,Candela,83418,261,13469.95,-7.418
Pindal cave,87,43.4,-4.53,180,Candela,83419,261.5,13495.475,-6.776
Pindal cave,87,43.4,-4.53,180,Candela,83420,262,13521,-7.01
Pindal cave,87,43.4,-4.53,180,Candela,83421,262.5,13559.57238,-7.436
Pindal cave,87,43.4,-4.53,180,Candela,83422,263,13598.14476,-5.718
Pindal cave,87,43.4,-4.53,180,Candela,83423,263.5,13636.71714,-5.961
Pindal cave,87,43.4,-4.53,180,Candela,83424,264,13675.28952,-5.475
Pindal cave,87,43.4,-4.53,180,Candela,83425,264.5,13713.8619,-5.351
Pindal cave,87,43.4,-4.53,180,Candela,83426,265,13752.43429,-6.099
Pindal cave,87,43.4,-4.53,180,Candela,83427,265.5,13791.00667,-4.91
Pindal cave,87,43.4,-4.53,180,Candela,83428,266,13829.57905,-7.633
Pindal cave,87,43.4,-4.53,180,Candela,83429,266.5,13868.15143,-6.674
Pindal cave,87,43.4,-4.53,180,Candela,83430,267,13906.72381,-6.19
Pindal cave,87,43.4,-4.53,180,Candela,83431,267.5,13945.29619,-6.091
Pindal cave,87,43.4,-4.53,180,Candela,83432,268,13983.86857,-6.142
Pindal cave,87,43.4,-4.53,180,Candela,83433,268.5,14022.44095,-6.231
Pindal cave,87,43.4,-4.53,180,Candela,83434,269,14061.01333,-6.238
Pindal cave,87,43.4,-4.53,180,Candela,83435,269.5,14099.58571,-7.443
Pindal cave,87,43.4,-4.53,180,Candela,83436,270,14138.15809,-7.11
Pindal cave,87,43.4,-4.53,180,Candela,83437,270.5,14176.73047,-5.73
Pindal cave,87,43.4,-4.53,180,Candela,83438,271,14215.30286,-6.893
Pindal cave,87,43.4,-4.53,180,Candela,83439,271.5,14253.87524,-6.43
Pindal cave,87,43.4,-4.53,180,Candela,83440,272,14292.44762,-5.23
Pindal cave,87,43.4,-4.53,180,Candela,83441,272.5,14331.02,-6.136
Pindal cave,87,43.4,-4.53,180,Candela,83442,273,14369.59238,-5.693
Pindal cave,87,43.4,-4.53,180,Candela,83443,273.5,14408.16476,-5.771
Pindal cave,87,43.4,-4.53,180,Candela,83444,274,14446.73714,-6.284
Pindal cave,87,43.4,-4.53,180,Candela,83445,274.5,14485.30952,-8.048
Pindal cave,87,43.4,-4.53,180,Candela,83446,275,14523.8819,-8.533
Pindal cave,87,43.4,-4.53,180,Candela,83447,275.5,14562.45428,-4.897
Pindal cave,87,43.4,-4.53,180,Candela,83448,276,14601.02666,-5.703
Pindal cave,87,43.4,-4.53,180,Candela,83449,276.5,14639.59905,-7.315
Pindal cave,87,43.4,-4.53,180,Candela,83450,277,14678.17143,-6.09
Pindal cave,87,43.4,-4.53,180,Candela,83451,277.5,14716.74381,-4.532
Pindal cave,87,43.4,-4.53,180,Candela,83452,278,14755.31619,-5.175
Pindal cave,87,43.4,-4.53,180,Candela,83453,278.5,14793.88857,-5.266
Pindal cave,87,43.4,-4.53,180,Candela,83454,279,14832.46095,-5.278
Pindal cave,87,43.4,-4.53,180,Candela,83455,279.5,14883.89079,-5.076
Pindal cave,87,43.4,-4.53,180,Candela,83456,280.5,14935.32063,-4.445
Pindal cave,87,43.4,-4.53,180,Candela,83457,281,14986.75047,-4.243
Pindal cave,87,43.4,-4.53,180,Candela,83458,281.5,15025.32285,-4.693
Pindal cave,87,43.4,-4.53,180,Candela,83459,282,15063.89523,-6.24
Pindal cave,87,43.4,-4.53,180,Candela,83460,282.5,15102.46762,-6.021
Pindal cave,87,43.4,-4.53,180,Candela,83461,283,15141.04,-5.956
Pindal cave,87,43.4,-4.53,180,Candela,83462,283.5,15179.61238,-5.174
Pindal cave,87,43.4,-4.53,180,Candela,83463,284,15218.18476,-4.142
Pindal cave,87,43.4,-4.53,180,Candela,83464,284.5,15256.75714,-3.855
Pindal cave,87,43.4,-4.53,180,Candela,83465,285,15295.32952,-3.357
Pindal cave,87,43.4,-4.53,180,Candela,83466,285.5,15333.9019,-2.245
Pindal cave,87,43.4,-4.53,180,Candela,83467,286,15372.47428,-2.737
Pindal cave,87,43.4,-4.53,180,Candela,83468,286.5,15411.04666,-2.42
Pindal cave,87,43.4,-4.53,180,Candela,83469,287,15449.61904,-2.917
Pindal cave,87,43.4,-4.53,180,Candela,83471,292,18203.63905,-3.31
Pindal cave,87,43.4,-4.53,180,Candela,83472,292.5,18216.50473,-2.913
Pindal cave,87,43.4,-4.53,180,Candela,83473,293,18229.37041,-3.629
Pindal cave,87,43.4,-4.53,180,Candela,83474,293.5,18242.23609,-3.301
Pindal cave,87,43.4,-4.53,180,Candela,83475,294,18255.10177,-3.647
Pindal cave,87,43.4,-4.53,180,Candela,83476,294.5,18267.96745,-2.938
Pindal cave,87,43.4,-4.53,180,Candela,83477,295,18280.83313,-3.427
Pindal cave,87,43.4,-4.53,180,Candela,83478,295.5,18293.69881,-2.952
Pindal cave,87,43.4,-4.53,180,Candela,83479,296,18306.56448,-3.582
Pindal cave,87,43.4,-4.53,180,Candela,83480,296.5,18319.43016,-3.764
Pindal cave,87,43.4,-4.53,180,Candela,83481,297,18332.29584,-3.41
Pindal cave,87,43.4,-4.53,180,Candela,83482,297.5,18345.16152,-4.399
Pindal cave,87,43.4,-4.53,180,Candela,83483,298,18358.0272,-3.664
Pindal cave,87,43.4,-4.53,180,Candela,83484,299,18383.75856,-4.1
Pindal cave,87,43.4,-4.53,180,Candela,83485,299.5,18396.62424,-4.015
Pindal cave,87,43.4,-4.53,180,Candela,83486,300,18409.48991,-2.475
Pindal cave,87,43.4,-4.53,180,Candela,83487,301,18435.22127,-2.919
Pindal cave,87,43.4,-4.53,180,Candela,83488,302,18460.95263,-2.33
Pindal cave,87,43.4,-4.53,180,Candela,83489,303,18486.68399,-1.803
Pindal cave,87,43.4,-4.53,180,Candela,83490,304,18512.41535,-2.452
Pindal cave,87,43.4,-4.53,180,Candela,83491,305,18538.1467,-3.244
Pindal cave,87,43.4,-4.53,180,Candela,83492,306,18563.87806,-3.765
Pindal cave,87,43.4,-4.53,180,Candela,83493,307,18589.60942,-4.14
Pindal cave,87,43.4,-4.53,180,Candela,83494,307.5,18602.4751,-6.127
Pindal cave,87,43.4,-4.53,180,Candela,83495,308,18615.34078,-5.179
Pindal cave,87,43.4,-4.53,180,Candela,83496,308.5,18628.20645,-3.668
Pindal cave,87,43.4,-4.53,180,Candela,83497,309,18641.07213,-3.555
Pindal cave,87,43.4,-4.53,180,Candela,83498,310,18666.80349,-3.505
Pindal cave,87,43.4,-4.53,180,Candela,83499,310.5,18679.66917,-4.235
Pindal cave,87,43.4,-4.53,180,Candela,83500,311,18692.53485,-2.812
Pindal cave,87,43.4,-4.53,180,Candela,83501,311.5,18705.40053,-5.051
Pindal cave,87,43.4,-4.53,180,Candela,83502,312,18718.26621,-3.22
Pindal cave,87,43.4,-4.53,180,Candela,83503,312.5,18731.13189,-2.841
Pindal cave,87,43.4,-4.53,180,Candela,83504,313,18743.99756,-3.99
Pindal cave,87,43.4,-4.53,180,Candela,83505,313.5,18756.86324,-2.9
Pindal cave,87,43.4,-4.53,180,Candela,83506,314,18769.72892,-6.726
Pindal cave,87,43.4,-4.53,180,Candela,83507,314.5,18782.5946,-3.816
Pindal cave,87,43.4,-4.53,180,Candela,83508,315,18795.46028,-4.237
Pindal cave,87,43.4,-4.53,180,Candela,83509,315.5,18808.32596,-2.414
Pindal cave,87,43.4,-4.53,180,Candela,83510,316,18821.19164,-2.73
Pindal cave,87,43.4,-4.53,180,Candela,83511,316.5,18834.05732,-2.515
Pindal cave,87,43.4,-4.53,180,Candela,83512,317,18846.92299,-2.73
Pindal cave,87,43.4,-4.53,180,Candela,83513,318,18872.65435,-2.555
Pindal cave,87,43.4,-4.53,180,Candela,83514,318.5,18885.52003,-2.234
Pindal cave,87,43.4,-4.53,180,Candela,83515,319,18898.38571,-3.243
Pindal cave,87,43.4,-4.53,180,Candela,83516,320,18924.11707,-4.348
Pindal cave,87,43.4,-4.53,180,Candela,83517,320.5,18936.98275,-4.879
Pindal cave,87,43.4,-4.53,180,Candela,83518,321,18949.84843,-3.952
Pindal cave,87,43.4,-4.53,180,Candela,83519,322,18975.57978,-2.54
Pindal cave,87,43.4,-4.53,180,Candela,83520,322.5,18988.44546,-1.925
Pindal cave,87,43.4,-4.53,180,Candela,83521,323,19001.31114,-2.311
Pindal cave,87,43.4,-4.53,180,Candela,83522,323.5,19014.17682,-2.092
Pindal cave,87,43.4,-4.53,180,Candela,83523,324,19027.0425,-2.848
Pindal cave,87,43.4,-4.53,180,Candela,83524,324.5,19039.90818,-2.872
Pindal cave,87,43.4,-4.53,180,Candela,83525,325,19052.77386,-1.995
Pindal cave,87,43.4,-4.53,180,Candela,83526,325.5,19065.63953,-0.961
Pindal cave,87,43.4,-4.53,180,Candela,83527,326,19078.50521,-2.578
Pindal cave,87,43.4,-4.53,180,Candela,83528,326.5,19091.37089,-2.235
Pindal cave,87,43.4,-4.53,180,Candela,83529,327,19104.23657,-3.15
Pindal cave,87,43.4,-4.53,180,Candela,83530,327.5,19117.10225,-2.656
Pindal cave,87,43.4,-4.53,180,Candela,83531,328,19129.96793,-2.964
Pindal cave,87,43.4,-4.53,180,Candela,83532,329,19155.69929,-2.869
Pindal cave,87,43.4,-4.53,180,Candela,83533,330,19181.43064,-2.708
Pindal cave,87,43.4,-4.53,180,Candela,83535,331.5,19220.02768,-2.579
Pindal cave,87,43.4,-4.53,180,Candela,83538,333.5,19271.4904,-2.715
Pindal cave,87,43.4,-4.53,180,Candela,83540,334.5,19297.22175,-2.571
Pindal cave,87,43.4,-4.53,180,Candela,83542,335.5,19322.95311,-2.432
Pindal cave,87,43.4,-4.53,180,Candela,83544,336.5,19348.68447,-2.824
Pindal cave,87,43.4,-4.53,180,Candela,83547,338.5,19400.14718,-2.778
Pindal cave,87,43.4,-4.53,180,Candela,83549,339.5,19425.87854,-2.699
Pindal cave,87,43.4,-4.53,180,Candela,83550,340,19438.74422,-3.95
Pindal cave,87,43.4,-4.53,180,Candela,83551,341,19464.47558,-2.079
Pindal cave,87,43.4,-4.53,180,Candela,83552,342,19490.20694,-4.08
Pindal cave,87,43.4,-4.53,180,Candela,83553,343,19515.93829,-3.648
Pindal cave,87,43.4,-4.53,180,Candela,83554,344,19541.66965,-2.66
Pindal cave,87,43.4,-4.53,180,Candela,83555,345,19567.40101,-3.534
Pindal cave,87,43.4,-4.53,180,Candela,83556,346,19593.13237,-4.522
Pindal cave,87,43.4,-4.53,180,Candela,83557,347,19618.86372,-4.06
Pindal cave,87,43.4,-4.53,180,Candela,83558,348,19690.40775,-2.941
Pindal cave,87,43.4,-4.53,180,Candela,83559,349,19761.95178,-3.954
Pindal cave,87,43.4,-4.53,180,Candela,83560,350,19833.49581,-3.202
Pindal cave,87,43.4,-4.53,180,Candela,83561,351,19905.03984,-4.895
Pindal cave,87,43.4,-4.53,180,Candela,83562,352,19976.58387,-5.87
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353219,0.75,7965.25,-6.052876061
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353220,1.8,7991.6,-6.582568345
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353221,2.85,8019.25,-6.344622975
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353222,3.9,8045.75,-6.432129869
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353223,5.05,8073.6,-6.612115639
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353224,5.6,8090.333333,-6.445057023
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353225,6.62,8106.666667,-7.064566056
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353226,7.55,8119.833333,-6.713544084
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353227,8.58,8130.3,-6.739398393
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353228,9.6,8143.285714,-6.838838045
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353229,10.5,8154.125,-6.704594515
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353230,11.64,8165.2,-6.69763374
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353231,12.6,8175,-6.797073392
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353232,13.55,8182.166667,-6.749342359
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353233,14.5,8192.444444,-6.803039771
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353234,15.47,8204.166667,-6.957171231
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353235,16.53,8213.857143,-6.823922098
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353236,17.5,8228,-7.317142772
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353237,18.45,8238.5,-7.697002242
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353238,19.5,8248.583333,-7.230630274
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353239,20.52,8258.3,-6.960154421
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353240,21.5,8272.666667,-6.808011753
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353241,22.44,8285.285714,-6.791107012
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353242,23.4,8302.285714,-6.702605722
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353243,24.4,8314.222222,-6.948221663
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353244,25.4,8331.166667,-6.858725976
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353245,26.43,8350,-6.510687194
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353246,27.4,8371.333333,-6.914412181
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353247,28.47,8389.714286,-7.296260445
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353248,29.42,8398.052632,-7.216708723
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353249,30.55,8409.230769,-7.23759105
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353250,31.5,8416.8,-7.676119916
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353251,32.4,8422.2,-7.845167324
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353252,33.54,8440.4,-7.798430688
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353253,34.56,8453.714286,-7.53193242
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353254,35.58,8465.777778,-6.859720372
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353255,36.56,8479.428571,-6.565379002
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353256,37.48,8494.5,-6.973081576
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353257,39.02,8516.75,-6.955182438
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353258,40.01,8526.2,-7.12621864
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353259,40.99,8535.357143,-7.040700539
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353260,41.9,8547.75,-7.619439314
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353261,42.94,8553.833333,-7.529943627
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353262,44.02,8561,-7.746722068
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353263,44.85,8565.785714,-8.026147491
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353264,45.95,8576.5,-7.910797494
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353265,46.91,8585.2,-7.069538038
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353266,47.92,8597.307692,-8.104704816
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353267,48.72,8604.071429,-7.830251376
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353268,49.81,8614.363636,-7.709929397
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353269,50.83,8623.357143,-7.932674218
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353270,51.8,8627.909091,-8.294634551
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353271,52.85,8639.25,-7.375812166
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353272,53.8,8653,-6.876625113
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353273,54.8,8663,-7.003907868
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353274,55.78,8673.583333,-6.880602699
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353275,56.78,8682.714286,-7.202787172
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353276,57.8,8692.142857,-6.910434595
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353277,58.7,8701.142857,-7.025784591
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353278,59.8,8713,-7.135168208
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353279,60.82,8725.222222,-7.426526389
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353280,61.82,8735.285714,-7.094397951
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353281,62.8,8752.555556,-6.973081576
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353282,63.78,8760.777778,-7.389733718
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353283,64.8,8773.5,-7.307198806
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353284,65.78,8788.714286,-6.880602699
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353285,66.78,8800,-7.460335871
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353286,67.76,8813.111111,-7.336036306
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353287,68.69,8822.75,-7.241568636
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353288,69.69,8832.363636,-7.888920771
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353289,70.68,8847,-7.28631648
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353290,71.65,8859.071429,-7.248529412
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353291,72.65,8869,-8.102716023
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353292,73.59,8878.5,-8.183262141
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353293,74.7,8889.166667,-7.709929397
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353294,77.4,8936.25,-6.931316922
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353295,78.5,8957.416667,-6.832871666
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353296,79.48,8968.8,-7.095392348
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353297,80.42,8985.2,-7.002913471
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353298,81.4,8997,-7.866049651
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353299,82.41,9009.125,-6.907451405
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353300,83.43,9022.4,-7.224663895
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353301,84.43,9031.6875,-7.645293623
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353302,85.42,9041,-7.781525947
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353303,86.45,9055.625,-7.0804764
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353304,87.43,9068,-7.167983294
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353305,88.44,9078.625,-7.315651177
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353306,89.42,9090,-7.6234169
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353307,90.47,9103.666667,-7.007885454
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353308,91.45,9111.909091,-7.732800517
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353309,92.48,9125.153846,-7.697002242
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353310,93.42,9132.111111,-7.436470354
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353311,94.35,9141.3,-7.790475515
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353312,95.27,9152.333333,-7.096386744
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353313,96,9160.111111,-8.060951369
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353314,97.07,9172.615385,-7.48619018
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353315,98.1,9186.875,-7.241568636
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353316,98.98,9198.888889,-7.835223359
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353317,100.02,9218,-7.027773384
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353318,101,9230.533333,-7.808374653
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353319,101.96,9237.764706,-7.549219646
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353320,102.97,9244.176471,-7.685595222
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353321,104,9250.111111,-8.137183211
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353322,104.9,9260,-8.087228787
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353323,106,9271.5,-8.351987232
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353324,107.1,9285.454545,-7.612661764
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353325,108.87,9301.9375,-7.041183159
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353326,110.12,9313.666667,-7.543225115
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353327,111.2,9320.928571,-8.049263425
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353328,112.24,9327.764706,-7.73255238
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353329,113,9336.2,-7.942860503
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353330,113.9,9348,-7.004716429
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353331,114.85,9357.4,-7.654123935
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353332,115.9,9374.777778,-7.136596108
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353333,118,9396,-7.151582435
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353334,119.07,9413.625,-6.890820344
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353335,120.25,9428.090909,-6.565117502
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353336,121.55,9443.25,-6.730466644
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353337,122.5,9453,-7.316432032
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353338,123.45,9461,-7.29844844
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353339,124.52,9476.222222,-6.77592517
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353340,125.54,9487.375,-6.907804848
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353341,126.6,9504.142857,-7.045679057
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353342,127.56,9514.428571,-7.274969861
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353343,128.54,9524.75,-7.372880531
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353344,129.49,9531,-7.891906991
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353345,130.38,9544.818182,-7.310437501
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353346,131.47,9559.111111,-7.274969861
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353347,132.68,9575.5,-7.473788466
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353348,133.6,9585,-7.321427475
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353349,134.67,9596.545455,-6.980238762
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353350,135.66,9609.571429,-7.126605223
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353351,136.78,9622.4,-7.065660826
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353352,137.73,9634.214286,-7.108122086
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353353,138.78,9644.5,-7.241500397
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353354,139.73,9654.454545,-6.993726456
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353355,140.78,9666.416667,-7.02369911
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353356,141.73,9674.846154,-7.436322649
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353357,142.78,9684.555556,-7.627148547
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353358,143.8,9696.076923,-7.504760209
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353359,144.75,9705.833333,-7.893905168
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353360,145.83,9719.285714,-7.165994501
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353361,146.8,9729.857143,-7.975433268
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353362,147.86,9744,-7.704957415
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353363,148.84,9759.666667,-6.959160024
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353364,150.1,9776.333333,-7.007885454
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353365,151.18,9790.461538,-7.095392348
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353366,152.3,9805.8,-7.160028121
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353367,153.27,9818.714286,-6.996947092
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353368,154.2,9832.75,-7.087437175
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353369,155.14,9845.727273,-6.992969506
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353370,156.1,9861,-7.089425969
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353371,157.15,9875.6,-6.992969506
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353372,158.15,9894.333333,-6.835854856
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353373,159.57,9922.333333,-6.876625113
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353374,160.61,9935.2,-7.113291485
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353375,161.63,9944.416667,-7.140140191
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353376,162.7,9955,-7.219691913
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353377,163.6,9965.111111,-7.12621864
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353378,164.6,9976.111111,-6.984019937
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353379,165.7,9989.625,-7.058599676
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353380,166.64,10002.33333,-6.942255284
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353381,167.67,10017.875,-7.05760528
El Soplao cave,261,43.2962,-4.3937,563,SIR-1,353382,168.68,10034.42857,-7.051638901
