"","ts","res.d13C","res.d13C.upper","res.d13C.lower"
"1",7926,0.295556542618824,-0.880734786191207,0.334523352445782
"2",8558,0.827983757510031,-0.999156706443017,1.24367346208776
"3",12496,3.68218898893049,3.67773693395859,3.68589727412607
"4",12873,-4.24597207580666,-4.26264721365808,-4.22929693795524
"5",13461,3.36555654261882,2.18926521380879,3.40452335244578
"6",15390,8.83798375751003,7.01084329355698,9.25367346208776
"7",24990,4.10218898893049,4.09773693395859,4.10589727412607
