"","soil.pCO2","soil.d13C","soil.R14C","cave.pCO2","gas.volume","d13C","d44Ca","MgCa","DCP","ts"
"116",780,-19.41,100,500,500,-8.2961202036752,-0.492513172287601,1.50649188894008,5.04529504045185,7926
"117",1030,-21.16,100,500,300,-9.50452335244578,-0.371630470705986,1.65701141047562,6.84246047970258,7926
"118",1030,-21.16,100,500,350,-9.45578906038702,-0.34843436926757,1.6875735022174,5.9473877453364,7926
"119",1030,-21.16,100,500,400,-9.47532402485063,-0.347149399102853,1.68928805010159,5.25959100546334,7926
"120",1030,-21.16,100,500,450,-9.49084329355698,-0.346148878772046,1.69062439921821,4.71456176238532,7926
"121",1280,-22.23,100,500,250,-10.1515052901581,-0.268178051511136,1.79796005263605,7.10926265289484,7926
"122",1280,-22.23,100,500,300,-10.1920523079826,-0.265724898460995,1.80146035591219,6.0262195353728,7926
"123",1030,-21.16,100,500,350,-9.45578906038702,-0.34843436926757,1.6875735022174,5.9473877453364,8558
"124",1030,-21.16,100,500,400,-9.47532402485063,-0.347149399102853,1.68928805010159,5.25959100546334,8558
"125",1030,-21.16,100,500,450,-9.49084329355698,-0.346148878772046,1.69062439921821,4.71456176238532,8558
"126",1030,-21.16,100,500,500,-9.50301013541199,-0.345347554723041,1.6916955436137,4.2720375301442,8558
"127",1280,-22.23,100,1000,300,-11.2841621059295,-0.584296099068293,1.40102921109582,6.0262195353728,8558
"128",1280,-22.23,100,1000,350,-11.31798375751,-0.583792680133977,1.40158299238155,5.22978987326058,8558
"129",1280,-22.23,100,1000,400,-11.343934637878,-0.583414061406939,1.40199973627714,4.61952561254969,8558
"130",1530,-22.95,100,1000,300,-11.7336734620878,-0.504960898230489,1.49172011267018,5.4222118320264,8558
"131",1530,-22.95,100,1000,350,-11.6575352056838,-0.471858048668006,1.53127885950065,4.70011367633514,8558
"132",1780,-23.47,100,1000,250,-11.9295208390063,-0.423136162467141,1.59154310157931,5.86145974282392,8558
"133",1780,-23.47,100,1000,300,-11.9767558305985,-0.42182944926572,1.59320153624148,4.95453378574762,8558
"134",1030,-21.16,100,500,300,-8.52191699102545,-0.35975331759841,1.42263797176452,7.52424182288669,12873
"135",1030,-21.16,100,500,350,-8.52773693395859,-0.35791927793527,1.42470124891729,6.5498487242874,12873
"136",1030,-21.16,100,500,400,-8.53218898893049,-0.3565407142192,1.42625438356665,5.799078076196,12873
"137",1030,-21.16,100,500,450,-8.53589727412607,-0.355466795491699,1.42746563939715,5.20289947282219,12873
"138",1030,-21.16,100,500,500,-8.53909503130112,-0.354606638829136,1.42843664796427,4.71803494729539,12873
"139",530,-15.99,100,180,450,-3.06070306204476,-0.206056376892749,1.6068698760517,7.65431022845234,15390
"140",530,-15.99,100,180,500,-3.02735278634192,-0.204194150489556,1.609223672225,6.96368177161346,15390
"141",780,-19.41,100,500,350,-8.26997707890509,-0.494825958010092,1.50376085860368,6.99439361807161,7926
"142",780,-19.41,100,500,400,-8.28069445750157,-0.493863706119479,1.50489637879884,6.19627918792723,7926
"143",780,-19.41,100,500,450,-8.28926521380879,-0.493113909551535,1.50578192404556,5.5617870886673,7926
"144",780,-19.41,100,500,500,-8.2961202036752,-0.492513172287601,1.50649188894008,5.04529504045185,7926
"145",1030,-21.16,100,500,300,-9.50452335244578,-0.371630470705986,1.65701141047562,6.84246047970258,7926
"146",1030,-21.16,100,500,350,-9.45578906038702,-0.34843436926757,1.6875735022174,5.9473877453364,7926
"147",1030,-21.16,100,500,400,-9.47532402485063,-0.347149399102853,1.68928805010159,5.25959100546334,7926
"148",1030,-21.16,100,500,450,-9.49084329355698,-0.346148878772046,1.69062439921821,4.71456176238532,7926
"149",1280,-22.23,100,500,250,-10.1515052901581,-0.268178051511136,1.79796005263605,7.10926265289484,7926
"150",1280,-22.23,100,500,300,-10.1920523079826,-0.265724898460995,1.80146035591219,6.0262195353728,7926
"151",1030,-21.16,100,500,350,-9.45578906038702,-0.34843436926757,1.6875735022174,5.9473877453364,8558
"152",1030,-21.16,100,500,400,-9.47532402485063,-0.347149399102853,1.68928805010159,5.25959100546334,8558
"153",1030,-21.16,100,500,450,-9.49084329355698,-0.346148878772046,1.69062439921821,4.71456176238532,8558
"154",1030,-21.16,100,500,500,-9.50301013541199,-0.345347554723041,1.6916955436137,4.2720375301442,8558
"155",1280,-22.23,100,1000,300,-11.2841621059295,-0.584296099068293,1.40102921109582,6.0262195353728,8558
"156",1280,-22.23,100,1000,350,-11.31798375751,-0.583792680133977,1.40158299238155,5.22978987326058,8558
"157",1280,-22.23,100,1000,400,-11.343934637878,-0.583414061406939,1.40199973627714,4.61952561254969,8558
"158",1530,-22.95,100,1000,300,-11.7336734620878,-0.504960898230489,1.49172011267018,5.4222118320264,8558
"159",1530,-22.95,100,1000,350,-11.6575352056838,-0.471858048668006,1.53127885950065,4.70011367633514,8558
"160",1780,-23.47,100,1000,250,-11.9295208390063,-0.423136162467141,1.59154310157931,5.86145974282392,8558
"161",1780,-23.47,100,1000,300,-11.9767558305985,-0.42182944926572,1.59320153624148,4.95453378574762,8558
"162",1030,-21.16,100,500,300,-8.52191699102545,-0.35975331759841,1.42263797176452,7.52424182288669,12873
"163",1030,-21.16,100,500,350,-8.52773693395859,-0.35791927793527,1.42470124891729,6.5498487242874,12873
"164",1030,-21.16,100,500,400,-8.53218898893049,-0.3565407142192,1.42625438356665,5.799078076196,12873
"165",1030,-21.16,100,500,450,-8.53589727412607,-0.355466795491699,1.42746563939715,5.20289947282219,12873
"166",1030,-21.16,100,500,500,-8.53909503130112,-0.354606638829136,1.42843664796427,4.71803494729539,12873
"167",530,-15.99,100,180,450,-3.06070306204476,-0.206056376892749,1.6068698760517,7.65431022845234,15390
"168",530,-15.99,100,180,500,-3.02735278634192,-0.204194150489556,1.609223672225,6.96368177161346,15390
