"","ts","res.d13C","res.d13C.upper","res.d13C.lower"
"1",7926,-2.06135153601249,-2.32905246916225,-1.79999414768793
"2",8558,-3.17754383903796,-3.23154924025193,-3.12265236528997
"3",12496,0.29483351990841,0.11327808116448,0.508517975352806
"4",12873,-1.29736872537732,-1.8485800064409,-0.815207184538406
"5",13461,-0.352045270110517,-0.742898765069228,-0.0229755619883587
"6",15390,1.34151702168027,0.292021985880863,2.36481726307451
"7",24990,1.69888606873441,0.163851115754722,1.70308543878333
