"","ts","DCP","d13C","d44Ca","MgCa","soil.pCO2","cave.pCO2","gas.volume","soil.R14C"
"1",7926,5.9868036403546,-9.46555654261882,-0.360032419986778,1.67229245634651,1030,500,375,100
"2",8558,5.22978987326058,-11.31798375751,-0.423136162467141,1.59154310157931,1280,1000,350,100
"3",12873,5.799078076196,-8.53218898893049,-0.3565407142192,1.42625438356665,1030,500,400,100
"4",15390,7.3089960000329,-3.04402792419334,-0.205125263691153,1.60804677413835,530,180,475,100
