"","ts","res.d13C","res.d13C.upper","res.d13C.lower"
"1",7926,-0.84909260032172,-1.04145248437333,-0.606875366772801
"2",8558,-1.34375775890472,-1.37882474298845,-1.31707705026696
"3",12496,0.969878063414164,-0.125667626262294,1.18364109168991
"4",12873,-0.401416981447837,-0.79116107752956,-0.00724989925852437
"5",13461,0.492992897402283,0.125979880949306,0.923093991561758
"6",15390,-0.691769432103713,-0.732041401740064,-0.659997107152439
"7",24990,-0.158290877209709,-0.763380562133497,1.33460633585407
